Swiss food composition database – Generic foods V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyms,Category,Density,Matrix unit,"Energy, kilojoules (kJ)",Derivation of value,Source,"Energy, kilocalories (kcal)",Derivation of value,Source,"Fat, total (g)",Derivation of value,Source,"Fatty acids, saturated (g)",Derivation of value,Source,"Fatty acids, monounsaturated (g)",Derivation of value,Source,"Fatty acids, polyunsaturated (g)",Derivation of value,Source,Cholesterol (mg),Derivation of value,Source,"Carbohydrates, available (g)",Derivation of value,Source,Sugars (g),Derivation of value,Source,Starch (g),Derivation of value,Source,Dietary fibres (g),Derivation of value,Source,Protein (g),Derivation of value,Source,Salt (NaCl) (g),Derivation of value,Source,Alcohol (g),Derivation of value,Source,Wasser (g),Derivation of value,Source,"Vitamin A activity, RE (µg-RE)",Derivation of value,Source,"Vitamin A activity, RAE (µg-RE)",Derivation of value,Source,All-trans retinol equivalents (µg-RE),Derivation of value,Source,Beta- carotene activity (µg-BCE),Derivation of value,Source,Beta-carotene (µg),Derivation of value,Source,Vitamin B1 (thiamine) (mg),Derivation of value,Source,Vitamin B2 (riboflavin) (mg),Derivation of value,Source,Vitamin B6 (pyridoxine) (mg),Derivation of value,Source,Vitamin B12 (cobalamin) (µg),Derivation of value,Source,Niacin (mg),Derivation of value,Source,Folate (µg),Derivation of value,Source,Panthotenic acid (mg),Derivation of value,Source,Vitamin C (ascorbic acid) (mg),Derivation of value,Source,Vitamin D (calciferol) (µg),Derivation of value,Source,Vitamin E activity (mg-ATE),Derivation of value,Source,Potassium (K) (mg),Derivation of value,Source,Sodium (Na) (mg),Derivation of value,Source,Chloride (Cl) (mg),Derivation of value,Source,Calcium (Ca) (mg),Derivation of value,Source,Magnesium (Mg) (mg),Derivation of value,Source,Phosphorus (P) (mg),Derivation of value,Source,Iron (Fe) (mg),Derivation of value,Source,Iodide (I) (µg),Derivation of value,Source,Zinc (Zn) (mg),Derivation of value,Source,Selenium (Se) (µg),Derivation of value,Source,Record has changed
272,3949,841004,"Chestnut, raw",,"Nuts, seeds and oleaginous fruit",,per 100g edible portion,845,Automated calculation,,200,Automated calculation,,1.5,-,140,0.3,-,81,0.7,-,81,0.7,-,81,0,-,145,42.4,-,81,5,-,43,21.1,-,67,1.4,-,67,3.4,Estimation,1662,0,Automated calculation,,0,Estimation,51,50.7,-,67,10,Automated calculation,,5,Automated calculation,,0,Estimation,51,60,-,145,n.d.,,,0.24,-,145,0.11,-,145,0.35,-,156,0,-,156,1.1,-,156,58,-,156,0.48,-,156,33,-,137,0,-,145,0.5,-,145,380,-,67;1542,0.6,-,67;1542,13,-,8,18,-,67;1542,31,-,67;1542,59,-,67;1542,2.1,-,67;1542,0.1,-,145,1,-,67,n.d.,,,Nein
680,4724,1001245,"Chicken, breast (cut), raw",,Meat and offal/Poultry,,per 100g edible portion,445,Automated calculation,,105,Automated calculation,,1.2,-,50,0.4,-,9,0.5,-,9,0.3,-,9,44,-,24,0.4,-,50,0,-,22,0,Estimation,51,0,-,22,23.1,-,22,0.2,Automated calculation,,0,-,22,73.8,-,50,5,Automated calculation,,5,Automated calculation,,<5,-,104,0,Estimation,51,0,-,104,0.12,-,24,0.15,-,24,0.53,-,9,0.4,-,9,10.85,-,9;1673;1690,9,-,9,0.84,-,9,0,-,9,0,-,9,0.42,-,9,330,-,9,72,-,9,80,-,9,14,-,9,27,-,9,210,-,9,0.4,-,24,0.4,-,9,0.6,-,24,14,-,1544,Nein
23,3873,812064,"Chicken, breast, without skin, raw (France)",,Meat and offal/Poultry,,per 100g edible portion,462,Automated calculation,,109,Automated calculation,,0.9,-,146,0.3,-,146,0.3,-,146,0.3,-,146,56,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,25.2,-,146,0.1,Automated calculation,,0,Estimation,51,70.7,-,146,5,Automated calculation,,5,Automated calculation,,<5,-,104,0,Estimation,51,0,-,104,0.09,-,104,0.16,-,104,0.88,-,146,0.4,-,120,n.d.,,,12,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.57,-,142,350,-,146,31,-,146,80,-,8,3.9,-,146,29,-,146,220,-,146,0.4,-,146,0.6,-,88,0.6,-,146,17,-,1406,Nein
22,3875,812063,"Chicken, breast, without skin, raw (Switzerland)",,Meat and offal/Poultry,,per 100g edible portion,455,Automated calculation,,107,Automated calculation,,1,-,146,0.3,-,146,0.4,-,146,0.3,-,146,63,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,24.6,-,146,0.1,Automated calculation,,0,Estimation,51,72.7,-,146,5,Automated calculation,,5,Automated calculation,,<5,-,104,0,Estimation,51,0,-,104,0.14,-,108,0.15,-,108,0.77,-,146,0.4,-,120,11.03,-,1673;1690,12,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.62,-,107,350,-,146,36,-,146,80,-,8,3.3,-,146,27,-,146,220,-,146,0.3,-,146,0.9,-,88,0.5,-,146,19,-,1406,Nein
21,3874,812062,"Chicken, breast, with skin, raw (France)",,Meat and offal/Poultry,,per 100g edible portion,530,Automated calculation,,126,Automated calculation,,3.3,-,146,1.3,-,146,1.7,-,146,0.9,-,146,56,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,24,-,146,0.1,Automated calculation,,0,Estimation,51,69.7,-,146,12,Automated calculation,,12,Automated calculation,,12,-,104,0,Estimation,51,0,-,104,0.08,-,104,0.14,-,104,0.57,-,146,0.4,-,120,n.d.,,,10,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.62,-,107,330,-,146,39,-,146,69,-,8,4.6,-,146,26,-,146,210,-,146,0.5,-,146,10,-,8,0.6,-,146,12,-,1406,Nein
20,3876,812061,"Chicken, breast, with skin, raw (Switzerland)",,Meat and offal/Poultry,,per 100g edible portion,637,Automated calculation,,152,Automated calculation,,6.5,-,146,2.1,-,146,3.3,-,146,1.3,-,146,70,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,23.3,-,146,0.1,Automated calculation,,0,Estimation,51,69.9,-,146,12,Automated calculation,,12,Automated calculation,,12,-,104,0,Estimation,51,0,-,104,0.08,-,104,0.14,-,104,0.77,-,146,0.4,-,120,n.d.,,,10,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.62,-,107,320,-,146,34,-,146,69,-,8,3.9,-,146,26,-,146,210,-,146,0.3,-,146,10,-,8,0.5,-,146,n.d.,,,Nein
13276,,,"Chicken, brest (schnitzel, ground), pan fried (without addition of fat and salt)",,Meat and offal/Poultry,,per 100g edible portion,556,Automated calculation,,131,Automated calculation,,1.5,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,55,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,28.9,Calculation on the basis of ingredients,,0.2,Automated calculation,,0,Calculation on the basis of ingredients,,69.1,Automated calculation,,6,Automated calculation,,6,Automated calculation,,6,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.19,Calculation on the basis of ingredients,,0.36,Calculation on the basis of ingredients,,0.33,Calculation on the basis of ingredients,,10.85,Calculation on the basis of ingredients,,5.6,Calculation on the basis of ingredients,,0.84,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.39,Calculation on the basis of ingredients,,370,Calculation on the basis of ingredients,,77,Calculation on the basis of ingredients,,100,Calculation on the basis of ingredients,,18,Calculation on the basis of ingredients,,27,Calculation on the basis of ingredients,,220,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,17,Calculation on the basis of ingredients,,Ja
1070,4288,,"Chicken egg, whole, hard boiled",,Eggs,,per 100g edible portion,654,Automated calculation,,157,Automated calculation,,11.4,Calculation on the basis of ingredients,,2.9,Calculation on the basis of ingredients,,4.3,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,508,Calculation on the basis of ingredients,,0.3,Calculation on the basis of ingredients,,0.3,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,13.2,Calculation on the basis of ingredients,,0.4,Automated calculation,,0,Calculation on the basis of ingredients,,75,Automated calculation,,166,Automated calculation,,165,Automated calculation,,164,Calculation on the basis of ingredients,,14,Calculation on the basis of ingredients,,4,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.27,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,1.22,Calculation on the basis of ingredients,,0.04,Calculation on the basis of ingredients,,59.6,Calculation on the basis of ingredients,,2.01,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,3.1,Calculation on the basis of ingredients,,0.38,Calculation on the basis of ingredients,,130,Calculation on the basis of ingredients,,150,Calculation on the basis of ingredients,,190,Calculation on the basis of ingredients,,56,Calculation on the basis of ingredients,,9.1,Calculation on the basis of ingredients,,220,Calculation on the basis of ingredients,,1.9,Calculation on the basis of ingredients,,34,Calculation on the basis of ingredients,,1.6,Calculation on the basis of ingredients,,22,Calculation on the basis of ingredients,,Ja
27,3870,812068,"Chicken, leg, without skin, raw (France)",,Meat and offal/Poultry,,per 100g edible portion,509,Automated calculation,,121,Automated calculation,,4.3,-,146,1.3,-,146,1.8,-,146,0.9,-,146,94,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,20.6,-,146,0.2,Automated calculation,,0,Estimation,51,72.4,-,146,5,Automated calculation,,5,Automated calculation,,<5,-,104,0,Estimation,51,0,-,104,0.14,-,108,0.15,-,108,0.41,-,146,0.4,-,120,n.d.,,,12,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.62,-,107,330,-,146,72,-,146,83,-,81,5.7,-,146,20,-,146,200,-,146,1.3,-,146,5,-,81,1.8,-,146,n.d.,,,Nein
26,3872,812067,"Chicken, leg, without skin, raw (Switzerland)",,Meat and offal/Poultry,,per 100g edible portion,564,Automated calculation,,135,Automated calculation,,6.2,-,146,1.9,-,146,3,-,146,1.5,-,146,86,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,19.7,-,146,0.2,Automated calculation,,0,Estimation,51,72.9,-,146,5,Automated calculation,,5,Automated calculation,,<5,-,104,0,Estimation,51,0,-,104,0.14,-,108,0.27,-,108,0.38,-,146,0.4,-,120,n.d.,,,10,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.62,-,107,300,-,146,76,-,146,80,-,8,5.6,-,146,20,-,146,190,-,146,0.5,-,146,5,-,81,0.9,-,146,n.d.,,,Nein
712,4589,1001300,"Chicken, leg, with skin, raw",,Meat and offal/Poultry,,per 100g edible portion,765,Automated calculation,,184,Automated calculation,,12.6,-,24,3.5,-,24,5.6,-,24,1.9,-,24,80,-,24,0,-,24,0,-,22,0,Estimation,51,0,-,22,17.6,-,24,0.2,Automated calculation,,0,-,22,68.8,-,24,30,Automated calculation,,30,Automated calculation,,30,-,104;1662;1690,0,Estimation,51,0,-,104,0.16,-,24;1673;1690,0.19,-,24;1673;1690,0.29,-,9,0.3,-,9,4.85,-,9;1673;1690,12,-,9,0.84,-,9,0,-,9,0,-,9,0.15,-,9,250,-,9,95,-,9,80,-,9,15,-,9,30,-,9,190,-,9,0.6,-,24,0.4,-,9,1.6,-,24,n.d.,,,Nein
25,3871,812066,"Chicken, leg, with skin, raw (France)",,Meat and offal/Poultry,,per 100g edible portion,607,Automated calculation,,145,Automated calculation,,7.5,-,146,2.4,-,146,3.3,-,146,1.9,-,146,87,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,19.4,-,146,0.1,Automated calculation,,0,Estimation,51,68.9,-,146,12,Automated calculation,,12,Automated calculation,,12,-,104,0,Estimation,51,0,-,104,0.08,-,104,0.14,-,104,0.33,-,146,0.4,-,120,n.d.,,,10,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.62,-,107,290,-,146,57,-,146,100,-,81,4.8,-,146,20,-,146,180,-,146,0.8,-,146,8,-,81,1,-,146,17,-,1406,Nein
24,4073,812065,"Chicken, leg, with skin, raw (Switzerland)",,Meat and offal/Poultry,,per 100g edible portion,682,Automated calculation,,163,Automated calculation,,10.2,-,146,3.2,-,146,5,-,146,1.8,-,146,80,-,146,0,Estimation,51,0,Estimation,51,n.d.,,,0,Estimation,51,17.9,-,146,0.2,Automated calculation,,0,Estimation,51,65.6,-,146,30,Automated calculation,,30,Automated calculation,,30,-,104;1662;1690,0,Estimation,51,0,-,104,0.14,-,104;1673;1690,0.15,-,104;1673;1690,0.57,-,146,0.4,-,120,4.47,-,1673;1690,10,-,120,0.87,-,159,0,Estimation,51,1.5,-,117,0.62,-,107,300,-,146,63,-,146,100,-,81,5.7,-,146,20,-,146,180,-,146,0.5,-,146,8,-,81,1,-,146,28,-,1406,Nein
13310,,,"Chicken, leg with skin, roasted (without addition of fat and salt)",,Meat and offal/Poultry,,per 100g edible portion,909,Automated calculation,,218,Automated calculation,,13.6,Calculation on the basis of ingredients,,4.3,Calculation on the basis of ingredients,,6.7,Calculation on the basis of ingredients,,2.4,Calculation on the basis of ingredients,,107,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,n.d.,,,0,Calculation on the basis of ingredients,,23.9,Calculation on the basis of ingredients,,0.2,Automated calculation,,0,Calculation on the basis of ingredients,,62.5,Automated calculation,,40,Automated calculation,,40,Automated calculation,,40,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.11,Calculation on the basis of ingredients,,0.18,Calculation on the basis of ingredients,,0.46,Calculation on the basis of ingredients,,0.35,Calculation on the basis of ingredients,,4.77,Calculation on the basis of ingredients,,8,Calculation on the basis of ingredients,,0.87,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,1.5,Calculation on the basis of ingredients,,0.66,Calculation on the basis of ingredients,,240,Calculation on the basis of ingredients,,71,Calculation on the basis of ingredients,,130,Calculation on the basis of ingredients,,7.2,Calculation on the basis of ingredients,,21,Calculation on the basis of ingredients,,190,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,11,Calculation on the basis of ingredients,,1.3,Calculation on the basis of ingredients,,37,Calculation on the basis of ingredients,,Ja
711,4588,1001299,"Chicken, whole, with skin, raw",,Meat and offal/Poultry,,per 100g edible portion,701,Automated calculation,,168,Automated calculation,,10.3,-,24,2.8,-,24,4.5,-,24,1.5,-,24,77,-,24,0,-,24,0,-,22,0,Estimation,51,0,-,22,18.8,-,24,0.2,Automated calculation,,0,-,22,69.8,-,24,12,Automated calculation,,12,Automated calculation,,12,-,104,0,Estimation,51,0,-,104,0.11,-,9,0.15,-,9,0.5,-,9,0.4,-,9,6,-,9,8,-,9,0.9,-,9,2.5,-,36,0,-,9,0.07,-,9,260,-,9,70,-,9,69,-,9,12,-,9,20,-,9,160,-,9,0.7,-,9,10,-,9,1,-,9,n.d.,,,Nein
13309,,,"Chicken, whole with skin, roasted (without addition of fat and salt)",,Meat and offal/Poultry,,per 100g edible portion,934,Automated calculation,,224,Automated calculation,,13.7,Calculation on the basis of ingredients,,3.7,Calculation on the basis of ingredients,,6,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,103,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,25.1,Calculation on the basis of ingredients,,0.2,Automated calculation,,0,Calculation on the basis of ingredients,,61.2,Automated calculation,,16,Automated calculation,,16,Automated calculation,,16,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.18,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,0.35,Calculation on the basis of ingredients,,6.4,Calculation on the basis of ingredients,,6.4,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,2.7,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.07,Calculation on the basis of ingredients,,210,Calculation on the basis of ingredients,,79,Calculation on the basis of ingredients,,92,Calculation on the basis of ingredients,,15,Calculation on the basis of ingredients,,21,Calculation on the basis of ingredients,,170,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,13,Calculation on the basis of ingredients,,1.3,Calculation on the basis of ingredients,,n.d.,,,Ja
1059,4283,,"Chickpea, cooked (without addition of fat and salt)",,"Cereal products, pulses and potatoes/Pulses",,per 100g edible portion,550,Automated calculation,,131,Automated calculation,,2,Calculation on the basis of ingredients,,0.3,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,17.7,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,16.8,Calculation on the basis of ingredients,,6.2,Calculation on the basis of ingredients,,7.4,Calculation on the basis of ingredients,,0,Automated calculation,,0,Calculation on the basis of ingredients,,66.7,Automated calculation,,10,Automated calculation,,5,Automated calculation,,0,Calculation on the basis of ingredients,,63,Calculation on the basis of ingredients,,63,Calculation on the basis of ingredients,,0.14,Calculation on the basis of ingredients,,0.04,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.44,Calculation on the basis of ingredients,,68,Calculation on the basis of ingredients,,0.24,Calculation on the basis of ingredients,,1.2,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.68,Calculation on the basis of ingredients,,330,Calculation on the basis of ingredients,,3,Calculation on the basis of ingredients,,33,Calculation on the basis of ingredients,,44,Calculation on the basis of ingredients,,48,Calculation on the basis of ingredients,,140,Calculation on the basis of ingredients,,1.9,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,n.d.,,,Ja
439,4012,1000919,"Chickpea, dried",,"Cereal products, pulses and potatoes/Pulses",,per 100g edible portion,1370,Automated calculation,,327,Automated calculation,,4.9,-,1651,0.6,-,1651,1.4,-,1651,2.7,-,1651,0,-,1651,44.3,-,1640,2.4,-,1640,41.9,Estimation,1003,15.5,-,1640,18.6,-,1640,0,Automated calculation,,0,Estimation,1648,13,-,1651,26,Automated calculation,,13,Automated calculation,,0,Estimation,1648,157,Estimation,1648,157,-,99,0.52,-,1640;1642,0.13,-,1640,0.33,-,1640;1642,0,Estimation,1648,1.7,-,1640,340,-,1640,1.11,-,1640;1642,5.1,-,1640,0,-,1651,1.9,-,1651,1090,-,1542;1640,8.1,-,1542;1640,80,-,1640,120,-,1542;1640,140,-,1542;1640,380,-,1542;1640,5.4,-,1542;1640,0.6,-,1652,2.4,-,1640,n.d.,,,Nein
447,4740,1000926,"Chicory, raw",,Vegetables/Fresh vegetables,,per 100g edible portion,56,Automated calculation,,14,Automated calculation,,0.2,-,43,0.1,-,43,tr.,-,43,0.1,-,43,0,-,43,0.7,-,43,0.6,-,43,0.1,-,43,2.5,-,43,1,-,43,0,Automated calculation,,0,-,43,94.7,-,43,1,Automated calculation,,0,Automated calculation,,0,Estimation,51,6,-,1698,6,-,1679;1691,0.05,-,43;1669;1691,0.05,-,43,0.03,-,43;1669;1691,0,-,43,0.3,-,43,52,-,43,0.14,-,1660;1669;1691,2.3,-,43;1669;1691,0,-,43,0.1,-,43,210,-,43,4,-,43,25,-,9,20,-,43,10,-,43,25,-,43,0.2,-,43,1,-,9,0.2,-,9,n.d.,,,Nein
1006,4279,,"Chicory, steamed (without addition of salt)",,Vegetables/Cooked vegetables (incl. cans),,per 100g edible portion,58,Automated calculation,,14,Automated calculation,,0.2,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,2.6,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,0,Automated calculation,,0,Calculation on the basis of ingredients,,95.5,Automated calculation,,1,Automated calculation,,0,Automated calculation,,0,Calculation on the basis of ingredients,,6,Calculation on the basis of ingredients,,5,Calculation on the basis of ingredients,,0.04,Calculation on the basis of ingredients,,0.05,Calculation on the basis of ingredients,,0.03,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.25,Calculation on the basis of ingredients,,32.2,Calculation on the basis of ingredients,,0.12,Calculation on the basis of ingredients,,1.3,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,180,Calculation on the basis of ingredients,,3.5,Calculation on the basis of ingredients,,24,Calculation on the basis of ingredients,,20,Calculation on the basis of ingredients,,9.3,Calculation on the basis of ingredients,,24,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,n.d.,,,Ja
